IDIndikator;skrIndikator;IDCOICOP;nCOICOP;IDTer;nTer;God+Mes;nVrTacka;Vrednost;IDStatusPodatka;nStatusPodatka;IDStatusPoverljivosti;nStatusPoverljivosti;IDJedinicaMere;nJedinicaMere
03010601IND01;Bazni indeksi (2006 = 100);0000;Ukupno;RS;REPUBLIKA SRBIJA;201801;2018/januar;191.8;A;Konačan podatak;F;Slobodan za objavlјivanje;I06;indeks, 2006=100
03010601IND01;Bazni indeksi (2006 = 100);0000;Ukupno;RS;REPUBLIKA SRBIJA;201802;2018/februar;192.4;A;Konačan podatak;F;Slobodan za objavlјivanje;I06;indeks, 2006=100
03010601IND01;Bazni indeksi (2006 = 100);0000;Ukupno;RS;REPUBLIKA SRBIJA;201803;2018/mart;192.7;A;Konačan podatak;F;Slobodan za objavlјivanje;I06;indeks, 2006=100
03010601IND01;Bazni indeksi (2006 = 100);0000;Ukupno;RS;REPUBLIKA SRBIJA;201804;2018/april;193.5;A;Konačan podatak;F;Slobodan za objavlјivanje;I06;indeks, 2006=100
03010601IND01;Bazni indeksi (2006 = 100);0000;Ukupno;RS;REPUBLIKA SRBIJA;201805;2018/maj;194.7;A;Konačan podatak;F;Slobodan za objavlјivanje;I06;indeks, 2006=100
03010601IND01;Bazni indeksi (2006 = 100);0000;Ukupno;RS;REPUBLIKA SRBIJA;201806;2018/jun;195.4;A;Konačan podatak;F;Slobodan za objavlјivanje;I06;indeks, 2006=100
03010601IND01;Bazni indeksi (2006 = 100);0000;Ukupno;RS;REPUBLIKA SRBIJA;201807;2018/jul;194.8;A;Konačan podatak;F;Slobodan za objavlјivanje;I06;indeks, 2006=100
03010601IND01;Bazni indeksi (2006 = 100);0000;Ukupno;RS;REPUBLIKA SRBIJA;201808;2018/avgust;195.4;A;Konačan podatak;F;Slobodan za objavlјivanje;I06;indeks, 2006=100
03010601IND01;Bazni indeksi (2006 = 100);0000;Ukupno;RS;REPUBLIKA SRBIJA;201809;2018/septembar;194.8;A;Konačan podatak;F;Slobodan za objavlјivanje;I06;indeks, 2006=100
03010601IND01;Bazni indeksi (2006 = 100);0000;Ukupno;RS;REPUBLIKA SRBIJA;201810;2018/oktobar;195.4;A;Konačan podatak;F;Slobodan za objavlјivanje;I06;indeks, 2006=100
03010601IND01;Bazni indeksi (2006 = 100);0000;Ukupno;RS;REPUBLIKA SRBIJA;201811;2018/novembar;194.8;A;Konačan podatak;F;Slobodan za objavlјivanje;I06;indeks, 2006=100
03010601IND01;Bazni indeksi (2006 = 100);0000;Ukupno;RS;REPUBLIKA SRBIJA;201812;2018/decembar;195.0;A;Konačan podatak;F;Slobodan za objavlјivanje;I06;indeks, 2006=100
03010601IND01;Bazni indeksi (2006 = 100);0000;Ukupno;RS;REPUBLIKA SRBIJA;201901;2019/januar;195.7;A;Konačan podatak;F;Slobodan za objavlјivanje;I06;indeks, 2006=100
03010601IND01;Bazni indeksi (2006 = 100);0000;Ukupno;RS;REPUBLIKA SRBIJA;201902;2019/februar;197.1;A;Konačan podatak;F;Slobodan za objavlјivanje;I06;indeks, 2006=100
03010601IND01;Bazni indeksi (2006 = 100);0000;Ukupno;RS;REPUBLIKA SRBIJA;201903;2019/mart;198.0;A;Konačan podatak;F;Slobodan za objavlјivanje;I06;indeks, 2006=100
03010601IND01;Bazni indeksi (2006 = 100);0000;Ukupno;RS;REPUBLIKA SRBIJA;201904;2019/april;199.4;A;Konačan podatak;F;Slobodan za objavlјivanje;I06;indeks, 2006=100
03010601IND01;Bazni indeksi (2006 = 100);0000;Ukupno;RS;REPUBLIKA SRBIJA;201905;2019/maj;198.9;A;Konačan podatak;F;Slobodan za objavlјivanje;I06;indeks, 2006=100
03010601IND01;Bazni indeksi (2006 = 100);0000;Ukupno;RS;REPUBLIKA SRBIJA;201906;2019/jun;198.4;A;Konačan podatak;F;Slobodan za objavlјivanje;I06;indeks, 2006=100
03010601IND01;Bazni indeksi (2006 = 100);0000;Ukupno;RS;REPUBLIKA SRBIJA;201907;2019/jul;197.9;A;Konačan podatak;F;Slobodan za objavlјivanje;I06;indeks, 2006=100
03010601IND01;Bazni indeksi (2006 = 100);0000;Ukupno;RS;REPUBLIKA SRBIJA;201908;2019/avgust;197.9;A;Konačan podatak;F;Slobodan za objavlјivanje;I06;indeks, 2006=100
03010601IND01;Bazni indeksi (2006 = 100);0000;Ukupno;RS;REPUBLIKA SRBIJA;201909;2019/septembar;197.0;A;Konačan podatak;F;Slobodan za objavlјivanje;I06;indeks, 2006=100
03010601IND01;Bazni indeksi (2006 = 100);0000;Ukupno;RS;REPUBLIKA SRBIJA;201910;2019/oktobar;197.3;A;Konačan podatak;F;Slobodan za objavlјivanje;I06;indeks, 2006=100
03010601IND01;Bazni indeksi (2006 = 100);0000;Ukupno;RS;REPUBLIKA SRBIJA;201911;2019/novembar;197.6;A;Konačan podatak;F;Slobodan za objavlјivanje;I06;indeks, 2006=100
03010601IND01;Bazni indeksi (2006 = 100);0000;Ukupno;RS;REPUBLIKA SRBIJA;201912;2019/decembar;198.6;A;Konačan podatak;F;Slobodan za objavlјivanje;I06;indeks, 2006=100
03010601IND01;Bazni indeksi (2006 = 100);0000;Ukupno;RS;REPUBLIKA SRBIJA;202001;2020/januar;199.7;A;Konačan podatak;F;Slobodan za objavlјivanje;I06;indeks, 2006=100
03010601IND01;Bazni indeksi (2006 = 100);0000;Ukupno;RS;REPUBLIKA SRBIJA;202002;2020/februar;200.9;A;Konačan podatak;F;Slobodan za objavlјivanje;I06;indeks, 2006=100
03010601IND01;Bazni indeksi (2006 = 100);0000;Ukupno;RS;REPUBLIKA SRBIJA;202003;2020/mart;200.7;A;Konačan podatak;F;Slobodan za objavlјivanje;I06;indeks, 2006=100
03010601IND01;Bazni indeksi (2006 = 100);0000;Ukupno;RS;REPUBLIKA SRBIJA;202004;2020/april;200.8;A;Konačan podatak;F;Slobodan za objavlјivanje;I06;indeks, 2006=100
03010601IND01;Bazni indeksi (2006 = 100);0000;Ukupno;RS;REPUBLIKA SRBIJA;202005;2020/maj;200.3;A;Konačan podatak;F;Slobodan za objavlјivanje;I06;indeks, 2006=100
03010601IND01;Bazni indeksi (2006 = 100);0000;Ukupno;RS;REPUBLIKA SRBIJA;202006;2020/jun;201.5;A;Konačan podatak;F;Slobodan za objavlјivanje;I06;indeks, 2006=100
03010601IND01;Bazni indeksi (2006 = 100);0000;Ukupno;RS;REPUBLIKA SRBIJA;202007;2020/jul;201.9;A;Konačan podatak;F;Slobodan za objavlјivanje;I06;indeks, 2006=100
03010601IND01;Bazni indeksi (2006 = 100);0000;Ukupno;RS;REPUBLIKA SRBIJA;202008;2020/avgust;201.7;A;Konačan podatak;F;Slobodan za objavlјivanje;I06;indeks, 2006=100
03010601IND01;Bazni indeksi (2006 = 100);0000;Ukupno;RS;REPUBLIKA SRBIJA;202009;2020/septembar;200.7;A;Konačan podatak;F;Slobodan za objavlјivanje;I06;indeks, 2006=100
03010601IND01;Bazni indeksi (2006 = 100);0000;Ukupno;RS;REPUBLIKA SRBIJA;202010;2020/oktobar;200.9;A;Konačan podatak;F;Slobodan za objavlјivanje;I06;indeks, 2006=100
03010601IND01;Bazni indeksi (2006 = 100);0000;Ukupno;RS;REPUBLIKA SRBIJA;202011;2020/novembar;201.0;A;Konačan podatak;F;Slobodan za objavlјivanje;I06;indeks, 2006=100
03010601IND01;Bazni indeksi (2006 = 100);0000;Ukupno;RS;REPUBLIKA SRBIJA;202012;2020/decembar;201.1;A;Konačan podatak;F;Slobodan za objavlјivanje;I06;indeks, 2006=100
03010601IND01;Bazni indeksi (2006 = 100);0000;Ukupno;RS;REPUBLIKA SRBIJA;202101;2021/januar;202.0;A;Konačan podatak;F;Slobodan za objavlјivanje;I06;indeks, 2006=100
03010601IND01;Bazni indeksi (2006 = 100);0000;Ukupno;RS;REPUBLIKA SRBIJA;202102;2021/februar;203.3;A;Konačan podatak;F;Slobodan za objavlјivanje;I06;indeks, 2006=100
03010601IND01;Bazni indeksi (2006 = 100);0000;Ukupno;RS;REPUBLIKA SRBIJA;202103;2021/mart;204.3;A;Konačan podatak;F;Slobodan za objavlјivanje;I06;indeks, 2006=100
03010601IND01;Bazni indeksi (2006 = 100);0000;Ukupno;RS;REPUBLIKA SRBIJA;202104;2021/april;206.4;A;Konačan podatak;F;Slobodan za objavlјivanje;I06;indeks, 2006=100
03010601IND01;Bazni indeksi (2006 = 100);0000;Ukupno;RS;REPUBLIKA SRBIJA;202105;2021/maj;207.5;A;Konačan podatak;F;Slobodan za objavlјivanje;I06;indeks, 2006=100
03010601IND01;Bazni indeksi (2006 = 100);0000;Ukupno;RS;REPUBLIKA SRBIJA;202106;2021/jun;208.1;A;Konačan podatak;F;Slobodan za objavlјivanje;I06;indeks, 2006=100
03010601IND01;Bazni indeksi (2006 = 100);0000;Ukupno;RS;REPUBLIKA SRBIJA;202107;2021/jul;208.6;A;Konačan podatak;F;Slobodan za objavlјivanje;I06;indeks, 2006=100
03010601IND01;Bazni indeksi (2006 = 100);0000;Ukupno;RS;REPUBLIKA SRBIJA;202108;2021/avgust;210.4;A;Konačan podatak;F;Slobodan za objavlјivanje;I06;indeks, 2006=100
03010601IND01;Bazni indeksi (2006 = 100);0000;Ukupno;RS;REPUBLIKA SRBIJA;202109;2021/septembar;212.1;A;Konačan podatak;F;Slobodan za objavlјivanje;I06;indeks, 2006=100
03010601IND01;Bazni indeksi (2006 = 100);0000;Ukupno;RS;REPUBLIKA SRBIJA;202110;2021/oktobar;214.1;A;Konačan podatak;F;Slobodan za objavlјivanje;I06;indeks, 2006=100
03010601IND01;Bazni indeksi (2006 = 100);0000;Ukupno;RS;REPUBLIKA SRBIJA;202111;2021/novembar;216.0;A;Konačan podatak;F;Slobodan za objavlјivanje;I06;indeks, 2006=100
03010601IND01;Bazni indeksi (2006 = 100);0000;Ukupno;RS;REPUBLIKA SRBIJA;202112;2021/decembar;216.9;A;Konačan podatak;F;Slobodan za objavlјivanje;I06;indeks, 2006=100
03010601IND01;Bazni indeksi (2006 = 100);0000;Ukupno;RS;REPUBLIKA SRBIJA;202201;2022/januar;218.7;A;Konačan podatak;F;Slobodan za objavlјivanje;I06;indeks, 2006=100
03010601IND01;Bazni indeksi (2006 = 100);0000;Ukupno;RS;REPUBLIKA SRBIJA;202202;2022/februar;221.1;A;Konačan podatak;F;Slobodan za objavlјivanje;I06;indeks, 2006=100
03010601IND01;Bazni indeksi (2006 = 100);0000;Ukupno;RS;REPUBLIKA SRBIJA;202203;2022/mart;222.9;A;Konačan podatak;F;Slobodan za objavlјivanje;I06;indeks, 2006=100
03010601IND01;Bazni indeksi (2006 = 100);0000;Ukupno;RS;REPUBLIKA SRBIJA;202204;2022/april;226.3;A;Konačan podatak;F;Slobodan za objavlјivanje;I06;indeks, 2006=100
03010601IND01;Bazni indeksi (2006 = 100);0000;Ukupno;RS;REPUBLIKA SRBIJA;202205;2022/maj;229.1;A;Konačan podatak;F;Slobodan za objavlјivanje;I06;indeks, 2006=100
03010601IND01;Bazni indeksi (2006 = 100);0000;Ukupno;RS;REPUBLIKA SRBIJA;202206;2022/jun;232.8;A;Konačan podatak;F;Slobodan za objavlјivanje;I06;indeks, 2006=100
03010601IND01;Bazni indeksi (2006 = 100);0000;Ukupno;RS;REPUBLIKA SRBIJA;202207;2022/jul;235.2;A;Konačan podatak;F;Slobodan za objavlјivanje;I06;indeks, 2006=100
03010601IND01;Bazni indeksi (2006 = 100);0000;Ukupno;RS;REPUBLIKA SRBIJA;202208;2022/avgust;238.1;A;Konačan podatak;F;Slobodan za objavlјivanje;I06;indeks, 2006=100
03010601IND01;Bazni indeksi (2006 = 100);0000;Ukupno;RS;REPUBLIKA SRBIJA;202209;2022/septembar;241.7;A;Konačan podatak;F;Slobodan za objavlјivanje;I06;indeks, 2006=100
03010601IND01;Bazni indeksi (2006 = 100);0000;Ukupno;RS;REPUBLIKA SRBIJA;202210;2022/oktobar;246.2;A;Konačan podatak;F;Slobodan za objavlјivanje;I06;indeks, 2006=100
03010601IND01;Bazni indeksi (2006 = 100);0000;Ukupno;RS;REPUBLIKA SRBIJA;202211;2022/novembar;248.6;A;Konačan podatak;F;Slobodan za objavlјivanje;I06;indeks, 2006=100
03010601IND01;Bazni indeksi (2006 = 100);0000;Ukupno;RS;REPUBLIKA SRBIJA;202212;2022/decembar;249.7;A;Konačan podatak;F;Slobodan za objavlјivanje;I06;indeks, 2006=100
03010601IND01;Bazni indeksi (2006 = 100);0000;Ukupno;RS;REPUBLIKA SRBIJA;202301;2023/januar;253.2;A;Konačan podatak;F;Slobodan za objavlјivanje;I06;indeks, 2006=100
03010601IND01;Bazni indeksi (2006 = 100);0000;Ukupno;RS;REPUBLIKA SRBIJA;202302;2023/februar;256.7;A;Konačan podatak;F;Slobodan za objavlјivanje;I06;indeks, 2006=100
03010601IND01;Bazni indeksi (2006 = 100);0000;Ukupno;RS;REPUBLIKA SRBIJA;202303;2023/mart;258.9;A;Konačan podatak;F;Slobodan za objavlјivanje;I06;indeks, 2006=100
03010601IND01;Bazni indeksi (2006 = 100);0000;Ukupno;RS;REPUBLIKA SRBIJA;202304;2023/april;260.6;A;Konačan podatak;F;Slobodan za objavlјivanje;I06;indeks, 2006=100
03010601IND01;Bazni indeksi (2006 = 100);0000;Ukupno;RS;REPUBLIKA SRBIJA;202305;2023/maj;262.9;A;Konačan podatak;F;Slobodan za objavlјivanje;I06;indeks, 2006=100
03010601IND01;Bazni indeksi (2006 = 100);0000;Ukupno;RS;REPUBLIKA SRBIJA;202306;2023/jun;264.8;A;Konačan podatak;F;Slobodan za objavlјivanje;I06;indeks, 2006=100
03010601IND01;Bazni indeksi (2006 = 100);0000;Ukupno;RS;REPUBLIKA SRBIJA;202307;2023/jul;264.7;A;Konačan podatak;F;Slobodan za objavlјivanje;I06;indeks, 2006=100
03010601IND01;Bazni indeksi (2006 = 100);0000;Ukupno;RS;REPUBLIKA SRBIJA;202308;2023/avgust;265.6;A;Konačan podatak;F;Slobodan za objavlјivanje;I06;indeks, 2006=100
03010601IND01;Bazni indeksi (2006 = 100);0000;Ukupno;RS;REPUBLIKA SRBIJA;202309;2023/septembar;266.4;A;Konačan podatak;F;Slobodan za objavlјivanje;I06;indeks, 2006=100
03010601IND01;Bazni indeksi (2006 = 100);0000;Ukupno;RS;REPUBLIKA SRBIJA;202310;2023/oktobar;267.1;A;Konačan podatak;F;Slobodan za objavlјivanje;I06;indeks, 2006=100
03010601IND01;Bazni indeksi (2006 = 100);0000;Ukupno;RS;REPUBLIKA SRBIJA;202311;2023/novembar;268.4;A;Konačan podatak;F;Slobodan za objavlјivanje;I06;indeks, 2006=100
03010601IND01;Bazni indeksi (2006 = 100);0000;Ukupno;RS;REPUBLIKA SRBIJA;202312;2023/decembar;268.8;A;Konačan podatak;F;Slobodan za objavlјivanje;I06;indeks, 2006=100
03010601IND01;Bazni indeksi (2006 = 100);0000;Ukupno;RS;REPUBLIKA SRBIJA;202401;2024/januar;269.6;A;Konačan podatak;F;Slobodan za objavlјivanje;I06;indeks, 2006=100
03010601IND01;Bazni indeksi (2006 = 100);0000;Ukupno;RS;REPUBLIKA SRBIJA;202402;2024/februar;271.1;A;Konačan podatak;F;Slobodan za objavlјivanje;I06;indeks, 2006=100
03010601IND01;Bazni indeksi (2006 = 100);0000;Ukupno;RS;REPUBLIKA SRBIJA;202403;2024/mart;271.8;A;Konačan podatak;F;Slobodan za objavlјivanje;I06;indeks, 2006=100
03010601IND01;Bazni indeksi (2006 = 100);0000;Ukupno;RS;REPUBLIKA SRBIJA;202404;2024/april;273.6;A;Konačan podatak;F;Slobodan za objavlјivanje;I06;indeks, 2006=100
03010601IND01;Bazni indeksi (2006 = 100);0000;Ukupno;RS;REPUBLIKA SRBIJA;202405;2024/maj;274.7;A;Konačan podatak;F;Slobodan za objavlјivanje;I06;indeks, 2006=100
03010601IND01;Bazni indeksi (2006 = 100);0000;Ukupno;RS;REPUBLIKA SRBIJA;202406;2024/jun;274.9;A;Konačan podatak;F;Slobodan za objavlјivanje;I06;indeks, 2006=100
03010601IND01;Bazni indeksi (2006 = 100);0000;Ukupno;RS;REPUBLIKA SRBIJA;202407;2024/jul;276.0;A;Konačan podatak;F;Slobodan za objavlјivanje;I06;indeks, 2006=100
03010601IND01;Bazni indeksi (2006 = 100);0000;Ukupno;RS;REPUBLIKA SRBIJA;202408;2024/avgust;277.1;A;Konačan podatak;F;Slobodan za objavlјivanje;I06;indeks, 2006=100
03010601IND01;Bazni indeksi (2006 = 100);0000;Ukupno;RS;REPUBLIKA SRBIJA;202409;2024/septembar;277.5;A;Konačan podatak;F;Slobodan za objavlјivanje;I06;indeks, 2006=100
03010601IND01;Bazni indeksi (2006 = 100);0000;Ukupno;RS;REPUBLIKA SRBIJA;202410;2024/oktobar;279.1;A;Konačan podatak;F;Slobodan za objavlјivanje;I06;indeks, 2006=100
03010601IND01;Bazni indeksi (2006 = 100);0000;Ukupno;RS;REPUBLIKA SRBIJA;202411;2024/novembar;279.9;A;Konačan podatak;F;Slobodan za objavlјivanje;I06;indeks, 2006=100
03010601IND01;Bazni indeksi (2006 = 100);0000;Ukupno;RS;REPUBLIKA SRBIJA;202412;2024/decembar;280.3;A;Konačan podatak;F;Slobodan za objavlјivanje;I06;indeks, 2006=100
03010601IND01;Bazni indeksi (2006 = 100);0000;Ukupno;RS;REPUBLIKA SRBIJA;202501;2025/januar;282.0;A;Konačan podatak;F;Slobodan za objavlјivanje;I06;indeks, 2006=100
03010601IND01;Bazni indeksi (2006 = 100);0000;Ukupno;RS;REPUBLIKA SRBIJA;202502;2025/februar;283.4;A;Konačan podatak;F;Slobodan za objavlјivanje;I06;indeks, 2006=100
03010601IND01;Bazni indeksi (2006 = 100);0000;Ukupno;RS;REPUBLIKA SRBIJA;202503;2025/mart;283.6;A;Konačan podatak;F;Slobodan za objavlјivanje;I06;indeks, 2006=100
03010601IND01;Bazni indeksi (2006 = 100);0000;Ukupno;RS;REPUBLIKA SRBIJA;202504;2025/april;284.5;A;Konačan podatak;F;Slobodan za objavlјivanje;I06;indeks, 2006=100
03010601IND01;Bazni indeksi (2006 = 100);0000;Ukupno;RS;REPUBLIKA SRBIJA;202505;2025/maj;285.1;A;Konačan podatak;F;Slobodan za objavlјivanje;I06;indeks, 2006=100
03010601IND01;Bazni indeksi (2006 = 100);0000;Ukupno;RS;REPUBLIKA SRBIJA;202506;2025/jun;287.6;A;Konačan podatak;F;Slobodan za objavlјivanje;I06;indeks, 2006=100
03010601IND01;Bazni indeksi (2006 = 100);0000;Ukupno;RS;REPUBLIKA SRBIJA;202507;2025/jul;289.5;A;Konačan podatak;F;Slobodan za objavlјivanje;I06;indeks, 2006=100
03010601IND01;Bazni indeksi (2006 = 100);0000;Ukupno;RS;REPUBLIKA SRBIJA;202508;2025/avgust;290.2;A;Konačan podatak;F;Slobodan za objavlјivanje;I06;indeks, 2006=100
03010601IND01;Bazni indeksi (2006 = 100);0000;Ukupno;RS;REPUBLIKA SRBIJA;202509;2025/septembar;285.6;A;Konačan podatak;F;Slobodan za objavlјivanje;I06;indeks, 2006=100
03010601IND01;Bazni indeksi (2006 = 100);0000;Ukupno;RS;REPUBLIKA SRBIJA;202510;2025/oktobar;287.0;A;Konačan podatak;F;Slobodan za objavlјivanje;I06;indeks, 2006=100
03010601IND01;Bazni indeksi (2006 = 100);0000;Ukupno;RS;REPUBLIKA SRBIJA;202511;2025/novembar;287.7;A;Konačan podatak;F;Slobodan za objavlјivanje;I06;indeks, 2006=100
03010601IND01;Bazni indeksi (2006 = 100);0000;Ukupno;RS;REPUBLIKA SRBIJA;202512;2025/decembar;288.0;A;Konačan podatak;F;Slobodan za objavlјivanje;I06;indeks, 2006=100
